infected,suceptible,removed
1199,2926,925
1200,2925,925
1201,2923,926
1203,2920,927
1202,2919,929
1206,2915,929
1208,2913,929
1208,2913,929
1210,2911,929
1212,2905,933
1211,2905,934
1208,2904,938
1206,2904,940
1206,2902,942
1209,2899,942
1212,2894,944
1212,2893,945
1213,2892,945
1212,2891,947
1209,2890,951
1211,2887,952
1212,2886,952
1212,2885,953
1210,2885,955
1212,2882,956
1214,2880,956
1212,2879,959
1212,2876,962
1211,2876,963
1211,2874,965
1209,2873,968
1207,2873,970
1207,2873,970
1204,2872,974
1203,2872,975
1203,2871,976
1204,2868,978
1203,2868,979
1203,2868,979
1203,2866,981
1202,2865,983
1201,2864,985
1201,2863,986
1201,2862,987
1202,2859,989
1202,2858,990
1204,2856,990
1205,2855,990
1208,2851,991
1208,2850,992
1209,2849,992
1207,2848,995
1206,2847,997
1210,2843,997
1210,2843,997
1210,2843,997
1211,2842,997
1212,2838,1000
1211,2837,1002
1210,2837,1003
1208,2837,1005
1208,2836,1006
1209,2834,1007
1209,2834,1007
1207,2834,1009
1209,2831,1010
1209,2830,1011
1207,2830,1013
1205,2829,1016
1206,2827,1017
1207,2826,1017
1210,2823,1017
1209,2822,1019
1210,2821,1019
1211,2820,1019
1212,2819,1019
1213,2818,1019
1214,2817,1019
1216,2815,1019
1216,2814,1020
1216,2814,1020
1218,2811,1021
1218,2809,1023
1219,2808,1023
1220,2806,1024
1222,2804,1024
1223,2803,1024
1224,2802,1024
1223,2801,1026
1223,2799,1028
1221,2799,1030
1218,2799,1033
1218,2798,1034
1216,2797,1037
1217,2795,1038
1217,2794,1039
1217,2792,1041
1219,2789,1042
1221,2787,1042
1221,2786,1043
1220,2785,1045
1221,2782,1047
1221,2781,1048
1222,2779,1049
1225,2776,1049
1229,2772,1049
1233,2767,1050
1232,2767,1051
1233,2766,1051
1235,2764,1051
1239,2757,1054
1238,2755,1057
1238,2753,1059
1240,2751,1059
1241,2748,1061
1243,2745,1062
1246,2741,1063
1248,2738,1064
1252,2734,1064
1253,2733,1064
1256,2729,1065
1260,2725,1065
1261,2724,1065
1263,2720,1067
1264,2717,1069
1264,2716,1070
1262,2715,1073
1266,2711,1073
1267,2708,1075
1269,2705,1076
1271,2702,1077
1271,2700,1079
1277,2694,1079
1275,2693,1082
1275,2691,1084
1277,2687,1086
1276,2686,1088
1276,2686,1088
1279,2683,1088
1280,2682,1088
1280,2680,1090
1281,2679,1090
1279,2679,1092
1278,2679,1093
1275,2679,1096
1275,2678,1097
1277,2676,1097
1279,2674,1097
1280,2671,1099
1283,2668,1099
1286,2664,1100
1286,2663,1101
1288,2661,1101
1288,2659,1103
1290,2654,1106
1291,2651,1108
1293,2649,1108
1293,2649,1108
1292,2648,1110
1292,2647,1111
1293,2646,1111
1296,2643,1111
1296,2642,1112
1296,2641,1113
1297,2637,1116
1298,2635,1117
1297,2635,1118
1298,2633,1119
1300,2631,1119
1303,2628,1119
1303,2627,1120
1303,2626,1121
1303,2625,1122
1303,2624,1123
1305,2622,1123
1310,2617,1123
1309,2615,1126
1312,2611,1127
1311,2608,1131
1316,2603,1131
1322,2597,1131
1325,2593,1132
1326,2591,1133
1329,2588,1133
1333,2584,1133
1336,2581,1133
1337,2580,1133
1337,2577,1136
1337,2574,1139
1338,2573,1139
1336,2571,1143
1337,2569,1144
1336,2569,1145
1338,2567,1145
1338,2566,1146
1339,2563,1148
1340,2561,1149
1341,2560,1149
1341,2558,1151
1343,2555,1152
1344,2552,1154
1343,2552,1155
1343,2552,1155
1344,2549,1157
1346,2547,1157
1346,2546,1158
1347,2544,1159
1348,2543,1159
1349,2540,1161
1348,2540,1162
1348,2539,1163
1346,2539,1165
1346,2538,1166
1345,2537,1168
1344,2537,1169
1343,2536,1171
1342,2534,1174
1343,2532,1175
1344,2530,1176
1347,2527,1176
1347,2525,1178
1350,2522,1178
1352,2518,1180
1356,2514,1180
1358,2511,1181
1361,2507,1182
1359,2507,1184
1359,2507,1184
1357,2505,1188
1358,2503,1189
1361,2499,1190
1362,2496,1192
1364,2493,1193
1362,2493,1195
1363,2489,1198
1362,2489,1199
1361,2489,1200
1364,2485,1201
1363,2485,1202
1364,2484,1202
1363,2484,1203
1364,2482,1204
1362,2482,1206
1360,2482,1208
1358,2482,1210
1357,2480,1213
1352,2479,1219
1351,2479,1220
1351,2478,1221
1351,2478,1221
1353,2475,1222
1351,2475,1224
1352,2474,1224
1352,2473,1225
1352,2472,1226
1350,2472,1228
1352,2469,1229
1355,2465,1230
1353,2465,1232
1355,2463,1232
1357,2461,1232
1357,2458,1235
1356,2458,1236
1359,2455,1236
1359,2454,1237
1360,2451,1239
1359,2450,1241
1362,2446,1242
1360,2445,1245
1360,2444,1246
1359,2443,1248
1360,2441,1249
1360,2440,1250
1362,2437,1251
1360,2437,1253
1357,2436,1257
1355,2434,1261
1356,2433,1261
1357,2431,1262
1357,2429,1264
1358,2427,1265
1358,2426,1266
1359,2424,1267
1359,2423,1268
1361,2420,1269
1361,2420,1269
1363,2416,1271
1362,2413,1275
1363,2411,1276
1363,2409,1278
1364,2407,1279
1363,2404,1283
1363,2403,1284
1362,2400,1288
1363,2399,1288
1362,2398,1290
1360,2396,1294
1360,2394,1296
1359,2392,1299
1360,2391,1299
1361,2389,1300
1360,2389,1301
1360,2388,1302
1358,2387,1305
1358,2386,1306
1358,2385,1307
1359,2384,1307
1361,2381,1308
1363,2378,1309
1364,2376,1310
1362,2375,1313
1362,2374,1314
1361,2373,1316
1360,2373,1317
1360,2372,1318
1362,2369,1319
1362,2369,1319
1359,2368,1323
1356,2368,1326
1358,2366,1326
1358,2365,1327
1358,2364,1328
1358,2363,1329
1355,2363,1332
1355,2361,1334
1352,2360,1338
1351,2359,1340
1352,2356,1342
1354,2353,1343
1356,2350,1344
1356,2349,1345
1356,2348,1346
1355,2347,1348
1354,2346,1350
1355,2344,1351
1355,2343,1352
1356,2341,1353
1358,2338,1354
1354,2337,1359
1350,2337,1363
1351,2334,1365
1352,2331,1367
1353,2328,1369
1352,2327,1371
1352,2326,1372
1352,2326,1372
1353,2324,1373
1353,2322,1375
1352,2322,1376
1350,2322,1378
1349,2322,1379
1348,2322,1380
1345,2322,1383
1344,2322,1384
1348,2318,1384
1349,2314,1387
1349,2312,1389
1350,2309,1391
1348,2308,1394
1348,2307,1395
1349,2306,1395
1348,2305,1397
1347,2303,1400
1350,2299,1401
1354,2295,1401
1352,2295,1403
1351,2294,1405
1352,2292,1406
1351,2291,1408
1349,2291,1410
1349,2290,1411
1346,2290,1414
1346,2289,1415
1345,2288,1417
1346,2287,1417
1346,2285,1419
1347,2284,1419
1351,2280,1419
1351,2279,1420
1352,2278,1420
1353,2274,1423
1352,2273,1425
1350,2272,1428
1351,2271,1428
1353,2269,1428
1354,2267,1429
1355,2265,1430
1356,2263,1431
1356,2262,1432
1355,2260,1435
1351,2260,1439
1354,2257,1439
1356,2254,1440
1355,2253,1442
1355,2253,1442
1351,2253,1446
1350,2253,1447
1353,2250,1447
1352,2249,1449
1356,2245,1449
1353,2245,1452
1353,2244,1453
1354,2243,1453
1354,2242,1454
1357,2238,1455
1356,2238,1456
1356,2236,1458
1355,2235,1460
1354,2235,1461
1354,2233,1463
1353,2233,1464
1353,2233,1464
1353,2232,1465
1355,2230,1465
1357,2228,1465
1359,2226,1465
1358,2226,1466
1358,2226,1466
1360,2223,1467
1360,2222,1468
1360,2222,1468
1361,2220,1469
1363,2217,1470
1362,2216,1472
1361,2213,1476
