infected,suceptible,removed
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
118,2952,1980
117,2952,1981
117,2952,1981
117,2952,1981
116,2952,1982
116,2952,1982
116,2952,1982
116,2952,1982
116,2952,1982
115,2952,1983
115,2952,1983
115,2952,1983
115,2952,1983
115,2952,1983
115,2952,1983
115,2952,1983
115,2952,1983
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
114,2952,1984
113,2952,1985
113,2952,1985
112,2952,1986
112,2952,1986
112,2952,1986
112,2952,1986
112,2952,1986
111,2952,1987
111,2952,1987
111,2952,1987
111,2952,1987
111,2952,1987
111,2952,1987
111,2952,1987
110,2952,1988
110,2952,1988
111,2951,1988
111,2951,1988
111,2951,1988
111,2951,1988
111,2951,1988
111,2951,1988
111,2951,1988
111,2951,1988
111,2951,1988
112,2950,1988
112,2950,1988
112,2950,1988
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
111,2950,1989
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
110,2950,1990
109,2950,1991
109,2950,1991
109,2950,1991
109,2950,1991
109,2950,1991
108,2950,1992
108,2950,1992
108,2950,1992
108,2950,1992
108,2950,1992
108,2950,1992
108,2950,1992
108,2950,1992
108,2950,1992
109,2949,1992
109,2949,1992
109,2949,1992
109,2949,1992
109,2949,1992
109,2949,1992
109,2949,1992
109,2949,1992
109,2949,1992
109,2949,1992
109,2949,1992
109,2949,1992
109,2949,1992
109,2949,1992
107,2949,1994
107,2949,1994
107,2949,1994
107,2949,1994
107,2949,1994
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
106,2949,1995
107,2948,1995
106,2948,1996
105,2948,1997
105,2948,1997
105,2948,1997
105,2948,1997
104,2948,1998
104,2948,1998
104,2948,1998
104,2948,1998
104,2948,1998
104,2948,1998
104,2948,1998
104,2948,1998
104,2948,1998
104,2948,1998
104,2947,1999
104,2947,1999
104,2947,1999
104,2947,1999
104,2947,1999
104,2947,1999
104,2947,1999
104,2947,1999
104,2947,1999
105,2946,1999
104,2946,2000
103,2946,2001
103,2946,2001
103,2946,2001
103,2946,2001
103,2946,2001
103,2946,2001
103,2946,2001
103,2946,2001
103,2946,2001
103,2946,2001
103,2946,2001
103,2946,2001
104,2945,2001
103,2945,2002
103,2945,2002
103,2945,2002
103,2945,2002
103,2945,2002
103,2945,2002
102,2945,2003
102,2945,2003
101,2945,2004
101,2945,2004
101,2945,2004
100,2945,2005
100,2945,2005
100,2945,2005
100,2945,2005
100,2945,2005
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
99,2945,2006
98,2945,2007
98,2945,2007
98,2945,2007
97,2945,2008
97,2945,2008
97,2945,2008
96,2945,2009
96,2945,2009
96,2945,2009
96,2945,2009
96,2945,2009
96,2945,2009
96,2945,2009
95,2945,2010
95,2945,2010
95,2945,2010
95,2945,2010
95,2945,2010
95,2945,2010
94,2945,2011
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
93,2945,2012
92,2945,2013
92,2945,2013
92,2945,2013
92,2945,2013
92,2945,2013
92,2945,2013
92,2945,2013
92,2945,2013
92,2945,2013
92,2945,2013
